GLORIA_ID,Organization_ID,Dataset_ID,Sample_ID,LIMNADES_ID,LIMNADES_UID,SeaBASS_ID,Data_collection_purpose,Special_event_flag,Site_name,Country,Country_code,Latitude,Longitude,Date_Time_UTC,Water_body_type,Water_type,Elevation_asl,Wave_height,Wind_speed,Cloud_fraction,Depth,Platform,Distance_from_platform,Platform_length,Platform_height,Distance_to_shore,Landcover,Topography,Distance_to_river_discharge,Optical_stability_of_water,Rain_event_hour,Instrument_manufacturer,Instrument_model,Last_calibration,Measurement_method,Lt_nadir,Lt_relative_azimuth,Lsky_zenith,Lsky_relative_azimuth,Spectral_resolution,Number_of_radiometers,Field_of_view_Lt_radiometer,Field_of_view_Lu_radiometer,Skyglint_removal,Bias_removal_in_NIR,Self_shading_correction,Viewing_angle_correction,Additional_data_corrections,Availability_of_IOPs,Sample_depth,Water_collection_equipment,Chl_method,Phaeophytin_correction,TSS_method,aCDOM_method,Chla,Chla_plus_phaeo,TSS,aCDOM440,Turbidity,Secchi_depth,AOT,Comments
GID_515,ECCC,BindingC_CA_ECCC,Winnipeg_20140804_W4,,,,3,1,"Lake Winnipeg",Canada,CA,52.86605,-98.25038333,2014-08-04T19:10,1,2,217,,,NaN,16.46,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.2,2.8,1.266666667,0.755836768,NaN,4,NaN,Distance_from_platform: 5-15 m
GID_516,ECCC,BindingC_CA_ECCC,Winnipeg_20140804_41s,,,,3,1,"Lake Winnipeg",Canada,CA,52.82113333,-98.49631667,2014-08-04T21:25,1,2,217,,,NaN,11.89,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.7,3.3,2.133333333,0.638073922,NaN,2.9,NaN,Distance_from_platform: 5-15 m
GID_517,ECCC,BindingC_CA_ECCC,Erie_20140904_452A,,,,3,1,"Lake Erie",Canada,CA,42.58194444,-79.92805556,2014-09-04T13:55,1,2,174,,,NaN,52.85,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.9,3,5.2,0.089,NaN,1,NaN,Distance_from_platform: 5-15 m
GID_518,ECCC,BindingC_CA_ECCC,Erie_20140904_452,,,,3,1,"Lake Erie",Canada,CA,42.58444444,-79.91305556,2014-09-04T15:10,1,2,174,,,NaN,53,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.9,3.3,1.3,0.063,NaN,5,NaN,Distance_from_platform: 5-15 m
GID_519,ECCC,BindingC_CA_ECCC,Erie_20140904_937,,,,3,1,"Lake Erie",Canada,CA,42.71722222,-80.25,2014-09-04T18:20,1,2,174,,,NaN,8.2,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,1.5,2,0.6,0.109,NaN,7.25,NaN,Distance_from_platform: 5-15 m
GID_520,ECCC,BindingC_CA_ECCC,Erie_20140904_67,,,,3,1,"Lake Erie",Canada,CA,42.84472222,-79.57361111,2014-09-04T22:25,1,2,174,,,NaN,10,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,10,12.1,5.9,0.512,NaN,1.75,NaN,Distance_from_platform: 5-15 m
GID_521,ECCC,BindingC_CA_ECCC,Winnipeg_20140805_45,,,,3,1,"Lake Winnipeg",Canada,CA,52.6374,-98.32433333,2014-08-05T12:10,1,2,217,,,NaN,13.72,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,1.7,2.4,1.466666667,0.705945079,NaN,3,NaN,Distance_from_platform: 5-15 m
GID_522,ECCC,BindingC_CA_ECCC,Winnipeg_20140805_W6,,,,3,1,"Lake Winnipeg",Canada,CA,52.64156667,-97.73303333,2014-08-05T15:34,1,2,217,,,NaN,17.07,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,,NASA TM 2003-211621,37.8,42.2,NaN,1.565231938,NaN,0.6,NaN,Distance_from_platform: 5-15 m
GID_523,ECCC,BindingC_CA_ECCC,Winnipeg_20140805_64,,,,3,1,"Lake Winnipeg",Canada,CA,52.24123333,-97.62926667,2014-08-05T19:20,1,2,217,,,NaN,16.46,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.5,3.4,3.9,1.282322171,NaN,1,NaN,Distance_from_platform: 5-15 m
GID_524,ECCC,BindingC_CA_ECCC,Winnipeg_20140805_65,,,,3,1,"Lake Winnipeg",Canada,CA,52.17096667,-97.85395,2014-08-05T21:18,1,2,217,,,NaN,7.92,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,1.8,2.2,3,0.972362967,NaN,1.2,NaN,Distance_from_platform: 5-15 m
GID_525,ECCC,BindingC_CA_ECCC,Winnipeg_20140805_68,,,,3,1,"Lake Winnipeg",Canada,CA,52.10373333,-97.41648333,2014-08-06T00:10,1,2,217,,,NaN,12.5,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.8,3.7,7.5,1.901557429,NaN,0.5,NaN,Distance_from_platform: 5-15 m
GID_526,ECCC,BindingC_CA_ECCC,Winnipeg_20140722_59,,,,3,1,"Lake Winnipeg",Canada,CA,50.69578333,-96.79133333,2014-07-22T14:50,1,2,217,,,NaN,8.84,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,1.4,2,18,2.144032069,NaN,0.4,NaN,Distance_from_platform: 5-15 m
GID_527,ECCC,BindingC_CA_ECCC,Winnipeg_20140722_W12,,,,3,1,"Lake Winnipeg",Canada,CA,50.51786667,-96.83475,2014-07-22T19:45,1,2,217,,,NaN,8.53,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,1.4,2,18.2,2.177518037,NaN,0.5,NaN,Distance_from_platform: 5-15 m
GID_528,ECCC,BindingC_CA_ECCC,Winnipeg_20140723_W10,,,,3,1,"Lake Winnipeg",Canada,CA,50.84595,-96.76888333,2014-07-23T16:55,1,2,217,,,NaN,11.28,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,1.4,2,13.6,5.543634144,NaN,0.5,NaN,Distance_from_platform: 5-15 m
GID_529,ECCC,BindingC_CA_ECCC,Winnipeg_20140723_57b,,,,3,1,"Lake Winnipeg",Canada,CA,50.97456667,-96.87556667,2014-07-23T19:20,1,2,217,,,NaN,6.71,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.9,3.5,14.4,2.160489343,NaN,0.25,NaN,Distance_from_platform: 5-15 m
GID_530,ECCC,BindingC_CA_ECCC,Winnipeg_20140723_36s,,,,3,1,"Lake Winnipeg",Canada,CA,50.7329,-96.92926667,2014-07-23T21:58,1,2,217,,,NaN,9.75,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.1,2.6,14,1.923715714,NaN,0.4,NaN,Distance_from_platform: 5-15 m
GID_531,ECCC,BindingC_CA_ECCC,Winnipeg_20140728_60B,,,,3,1,"Lake Winnipeg",Canada,CA,50.63346667,-96.95006667,2014-07-28T17:40,1,2,217,,,NaN,8.84,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.8,3.8,26.2,2.148301244,NaN,0.2,NaN,Distance_from_platform: 5-15 m
GID_532,ECCC,BindingC_CA_ECCC,Winnipeg_20140728_W9,,,,3,1,"Lake Winnipeg",Canada,CA,51.02221667,-96.58295,2014-07-28T21:25,1,2,217,,,NaN,11.28,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,3.6,6.8,12.6,2.030702088,NaN,0.4,NaN,Distance_from_platform: 5-15 m
GID_533,ECCC,BindingC_CA_ECCC,Winnipeg_20140728_46s,,,,3,1,"Lake Winnipeg",Canada,CA,51.1393,-96.42628333,2014-07-28T23:40,1,2,217,,,NaN,8.83,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.1,2.3,19.8,2.537165537,NaN,0.3,NaN,Distance_from_platform: 5-15 m
GID_534,ECCC,BindingC_CA_ECCC,Winnipeg_20140729_44s,,,,3,1,"Lake Winnipeg",Canada,CA,51.21681667,-96.72413333,2014-07-29T12:45,1,2,217,,,NaN,7.32,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,1.7,2.9,35,1.930600521,NaN,0.3,NaN,Distance_from_platform: 5-15 m
GID_535,ECCC,BindingC_CA_ECCC,Winnipeg_20140729_13b,,,,3,1,"Lake Winnipeg",Canada,CA,51.33791667,-96.57896667,2014-07-29T14:50,1,2,217,,,NaN,15.24,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.9,3.5,20.8,2.095758537,NaN,0.3,NaN,Distance_from_platform: 5-15 m
GID_536,ECCC,BindingC_CA_ECCC,Winnipeg_20140729_W13/14,,,,3,1,"Lake Winnipeg",Canada,CA,51.44183333,-96.63431667,2014-07-29T16:38,1,2,217,,,NaN,9.45,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.9,3,20.4,2.050568004,NaN,0.4,NaN,Distance_from_platform: 5-15 m
GID_537,ECCC,BindingC_CA_ECCC,Winnipeg_20140729_W8,,,,3,1,"Lake Winnipeg",Canada,CA,51.77436667,-96.86243333,2014-07-29T20:10,1,2,217,,,NaN,14.33,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.1,2.3,12.4,2.28350959,NaN,0.4,NaN,Distance_from_platform: 5-15 m
GID_538,ECCC,BindingC_CA_ECCC,Winnipeg_20140730_54,,,,3,1,"Lake Winnipeg",Canada,CA,52,-97.042,2014-07-30T13:55,1,2,217,,,NaN,12.19,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.9,3.5,12.2,2.328963824,NaN,0.4,NaN,Distance_from_platform: 5-15 m
GID_539,ECCC,BindingC_CA_ECCC,Winnipeg_20140730_53,,,,3,1,"Lake Winnipeg",Canada,CA,52.12123333,-97.12931667,2014-07-30T15:58,1,2,217,,,NaN,9.45,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.1,2.9,18,2.102204555,NaN,0.3,NaN,Distance_from_platform: 5-15 m
GID_540,ECCC,BindingC_CA_ECCC,Winnipeg_20140730_W14,,,,3,1,"Lake Winnipeg",Canada,CA,52.26713333,-97.1917,2014-07-30T18:10,1,2,217,,,NaN,10.36,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,3.5,4.6,12.8,4.3797068,NaN,0.4,NaN,Distance_from_platform: 5-15 m
GID_541,ECCC,BindingC_CA_ECCC,Winnipeg_20140730_W7,,,,3,1,"Lake Winnipeg",Canada,CA,52.43338333,-97.33703333,2014-07-30T20:45,1,2,217,,,NaN,16.15,1,10,34,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,4.3,5.6,11,2.574629947,NaN,0.4,NaN,Distance_from_platform: 5-15 m
GID_542,ECCC,BindingC_CA_ECCC,Erie_20140825_937,,,,3,1,"Lake Erie",Canada,CA,42.71722222,-80.25,2014-08-25T22:20,1,2,174,,,NaN,8,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.1,2.3,0.633333333,0.072,NaN,6,NaN,Distance_from_platform: 5-15 m
GID_543,ECCC,BindingC_CA_ECCC,Erie_20140826_880,,,,3,1,"Lake Erie",Canada,CA,41.93611111,-81.65083333,2014-08-26T11:45,1,2,174,,,NaN,42.5,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.5,3.5,0.95,0.123,NaN,4.5,NaN,Distance_from_platform: 5-15 m
GID_544,ECCC,BindingC_CA_ECCC,Erie_20140826_1365,,,,3,1,"Lake Erie",Canada,CA,42.09777778,-82.14194444,2014-08-26T15:50,1,2,174,,,NaN,21.5,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,1.8,3.2,0.75,0.079,NaN,NaN,NaN,Distance_from_platform: 5-15 m
GID_545,ECCC,BindingC_CA_ECCC,Erie_20140826_1366,,,,3,1,"Lake Erie",Canada,CA,41.99055556,-82.43805556,2014-08-26T19:15,1,2,174,,,NaN,14.25,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.9,3.1,1.35,0.094,NaN,4.5,NaN,Distance_from_platform: 5-15 m
GID_546,ECCC,BindingC_CA_ECCC,Erie_20140826_1400,,,,3,1,"Lake Erie",Canada,CA,41.92833333,-82.46944444,2014-08-26T20:20,1,2,174,,,NaN,12,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,2.9,3,2.1,0.117,NaN,3,NaN,Distance_from_platform: 5-15 m
GID_547,ECCC,BindingC_CA_ECCC,Erie_20140827_885,,,,3,1,"Lake Erie",Canada,CA,41.51916667,-82.63972222,2014-08-27T08:45,1,2,174,,,NaN,11,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,10.8,12.8,5,0.317,NaN,1.5,NaN,Distance_from_platform: 5-15 m
GID_548,ECCC,BindingC_CA_ECCC,Erie_20140827_966,,,,3,1,"Lake Erie",Canada,CA,41.98305556,-82.62472222,2014-08-27T11:20,1,2,174,,,NaN,10,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,5,5.8,2.6,0.148,NaN,2.5,NaN,Distance_from_platform: 5-15 m
GID_549,ECCC,BindingC_CA_ECCC,Erie_20140827_365,,,,3,1,"Lake Erie",Canada,CA,41.92472222,-82.75861111,2014-08-27T12:30,1,2,174,,,NaN,11.5,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,6.5,6.6,2.75,0.126,NaN,2.5,NaN,Distance_from_platform: 5-15 m
GID_550,ECCC,BindingC_CA_ECCC,Erie_20140827_582,,,,3,1,"Lake Erie",Canada,CA,41.75944444,-82.73666667,2014-08-27T14:10,1,2,174,,,NaN,7.5,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,11.5,11.9,4,0.165,NaN,2,NaN,Distance_from_platform: 5-15 m
GID_551,ECCC,BindingC_CA_ECCC,Erie_20140827_478,,,,3,1,"Lake Erie",Canada,CA,41.65888889,-82.81611111,2014-08-27T15:30,1,2,174,,,NaN,7.2,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,11.5,11.9,4.8,0.232,NaN,2,NaN,Distance_from_platform: 5-15 m
GID_552,ECCC,BindingC_CA_ECCC,Erie_20140827_969,,,,3,1,"Lake Erie",Canada,CA,41.60805556,-82.92416667,2014-08-27T17:15,1,2,174,,,NaN,8,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,9.4,11,5.533333333,0.275,NaN,2,NaN,Distance_from_platform: 5-15 m
GID_553,ECCC,BindingC_CA_ECCC,Erie_20140827_1163,,,,3,1,"Lake Erie",Canada,CA,41.46972222,-82.71361111,2014-08-27T19:35,1,2,174,,,NaN,8,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,42.9,46.4,18.2,0.672,NaN,0.5,NaN,Distance_from_platform: 5-15 m
GID_554,ECCC,BindingC_CA_ECCC,Erie_20140827_965,,,,3,1,"Lake Erie",Canada,CA,41.49972222,-82.5,2014-08-27T22:10,1,2,174,,,NaN,13.5,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,5.1,6,1.8,0.164,NaN,3,NaN,Distance_from_platform: 5-15 m
GID_555,ECCC,BindingC_CA_ECCC,Erie_20150819_1163,,,,3,1,"Lake Erie",Canada,CA,41.468,-82.70933333,2015-08-19T12:15,1,2,174,,,NaN,8,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,56.8,56.8,18.06,0.994861532,NaN,0.5,NaN,Distance_from_platform: 5-15 m
GID_556,ECCC,BindingC_CA_ECCC,Erie_20150819_1077,,,,3,1,"Lake Erie",Canada,CA,41.4505,-82.43533333,2015-08-19T14:15,1,2,174,,,NaN,12.9,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,9.4,9.6,3.36,0.239912367,NaN,3,NaN,Distance_from_platform: 5-15 m
GID_557,ECCC,BindingC_CA_ECCC,Erie_20150819_965,,,,3,1,"Lake Erie",Canada,CA,41.50033333,-82.5,2015-08-19T15:30,1,2,174,,,NaN,14.17,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,11.6,11.9,3.630769231,0.203311043,NaN,3,NaN,Distance_from_platform: 5-15 m
GID_558,ECCC,BindingC_CA_ECCC,Erie_20150819_756,,,,3,1,"Lake Erie",Canada,CA,41.61666667,-82.55066667,2015-08-19T17:00,1,2,174,,,NaN,13.56,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,12.3,12.5,4.62,0.417389947,NaN,1.75,NaN,Distance_from_platform: 5-15 m
GID_559,ECCC,BindingC_CA_ECCC,Erie_20150819_341,,,,3,1,"Lake Erie",Canada,CA,41.80033333,-82.284,2015-08-19T21:10,1,2,174,,,NaN,17,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,16.8,16.3,5.981818182,0.315236683,NaN,2,NaN,Distance_from_platform: 5-15 m
GID_560,ECCC,BindingC_CA_ECCC,Erie_20150820_971,,,,3,1,"Lake Erie",Canada,CA,41.95016667,-83.04266667,2015-08-20T13:45,1,2,174,,,NaN,9.08,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,1.4,1.6,4.85,0.084280884,NaN,1.5,NaN,Distance_from_platform: 5-15 m
GID_561,ECCC,BindingC_CA_ECCC,Erie_20150820_881_2,,,,3,1,"Lake Erie",Canada,CA,41.96783333,-83.204,2015-08-20T15:15,1,2,174,,,NaN,5.6,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,6.9,7.5,5.11,0.177261632,NaN,1.75,NaN,Distance_from_platform: 5-15 m
GID_562,ECCC,BindingC_CA_ECCC,Erie_20150820_972_2,,,,3,1,"Lake Erie",Canada,CA,41.86666667,-83.19266667,2015-08-20T16:30,1,2,174,,,NaN,8.39,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,18.2,17.4,8.72,0.238277569,NaN,1.5,NaN,Distance_from_platform: 5-15 m
GID_563,ECCC,BindingC_CA_ECCC,Erie_20150820_579_2,,,,3,1,"Lake Erie",Canada,CA,41.84,-83.28533333,2015-08-20T17:27,1,2,174,,,NaN,6.85,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,39.4,37.7,12.34,1.159546812,NaN,0.6,NaN,Distance_from_platform: 5-15 m
GID_564,ECCC,BindingC_CA_ECCC,Erie_20150820_585_2,,,,3,1,"Lake Erie",Canada,CA,41.7545,-83.217,2015-08-20T18:43,1,2,174,,,NaN,7.97,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,36.5,35.3,13.02,0.676690508,NaN,0.75,NaN,Distance_from_platform: 5-15 m
GID_565,ECCC,BindingC_CA_ECCC,Erie_20150820_387_2,,,,3,1,"Lake Erie",Canada,CA,41.67133333,-83.17083333,2015-08-20T19:50,1,2,174,,,NaN,6.48,1,10,45,NaN,,"2",3,,1,NaN,2,"HyperPro",,8,NaN,,NaN,,3.3,3,NaN,8,0,0,0,0,,1,0,"8",SCOR-UNESCO,1,ECCC TSS,NASA TM 2003-211621,32.8,32.8,11.04,1.288791858,NaN,0.5,NaN,Distance_from_platform: 5-15 m
GID_566,AWI,BracherA_DE_AWI,HE462/01-2,,,,3,NaN,"North Sea",Norway,NO,57.8145,8.27083,2016-04-30T11:24,3,3,0,,9.82,NaN,500,1,5,54.5,17,,,,,3,NaN,3,"RAMSES ARC-VIS, ACC-VIS",2016-03-15,14,NaN,,NaN,,10,2,NaN,7,0,0,0,0,Incident sunlight variation; 3rd radiometer measuring Ed(0-) used for depth registration for Lu(0-) measurement,1,5,"4 and 7",AWI Chl - HPLC,0,,AWI CDOM,1.54808697533799,NaN,NaN,0.137298493,NaN,NaN,NaN,PANGAEA_Chl_ID: https://doi.pangaea.de/10.1594/PANGAEA.899043PANGAEA_CDOM_ID: https://doi.pangaea.de/10.1594/PANGAEA.938383. Funding from the Helmholtz Infrastructure Initiative FRAM. Data acquisition was supported by Sonja Wiegmann (AWI).
